lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L02359,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02360,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02361,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02362,CHUCK_08,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L02363,CHUCK_09,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L02364,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02365,CHUCK_06,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02366,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L02367,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L02368,CHUCK_02,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L02369,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02370,CHUCK_02,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02371,CHUCK_09,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L02372,CHUCK_06,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,caliente,2
L02373,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02374,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02375,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02376,CHUCK_09,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02377,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L02378,CHUCK_05,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L02379,CHUCK_10,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L02380,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02381,CHUCK_09,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L02382,CHUCK_01,Quedo atento para continuar cuando te venga bien.,seguimiento,1,tibio,1
L02383,CHUCK_02,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L02384,CHUCK_07,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02385,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L02386,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02387,CHUCK_06,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02388,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02389,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02390,CHUCK_05,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L02391,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L02392,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02393,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L02394,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02395,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L02396,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02397,CHUCK_03,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L02398,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02399,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L02400,CHUCK_06,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02401,CHUCK_07,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02402,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02403,CHUCK_05,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02404,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02405,CHUCK_07,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L02406,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02407,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02408,CHUCK_01,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02409,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02410,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02411,CHUCK_02,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L02412,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,caliente,2
L02413,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L02414,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02415,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02416,CHUCK_03,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L02417,CHUCK_09,Podemos resolver esa objecion con una opcion mas flexible.,objecion,1,tibio,1
L02418,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L02419,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L02420,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L02421,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02422,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L02423,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L02424,CHUCK_03,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L02425,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02426,CHUCK_03,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L02427,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L02428,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02429,CHUCK_01,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L02430,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L02431,CHUCK_05,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L02432,CHUCK_09,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02433,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L02434,CHUCK_08,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02435,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02436,CHUCK_09,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L02437,CHUCK_08,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02438,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L02439,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02440,CHUCK_06,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02441,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio,1
L02442,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L02443,CHUCK_05,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L02444,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02445,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L02446,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L02447,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02448,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02449,CHUCK_08,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L02450,CHUCK_06,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L02451,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02452,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L02453,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio,1
L02454,CHUCK_09,Quedo atento para continuar cuando te venga bien.,seguimiento,1,frio,0
L02455,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02456,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02457,CHUCK_07,Puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio,0
L02458,CHUCK_08,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L02459,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02460,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L02461,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,caliente,2
L02462,CHUCK_03,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02463,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02464,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02465,CHUCK_07,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02466,CHUCK_01,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L02467,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02468,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L02469,CHUCK_01,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L02470,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02471,CHUCK_01,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L02472,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02473,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L02474,CHUCK_04,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L02475,CHUCK_01,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02476,CHUCK_09,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02477,CHUCK_03,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L02478,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02479,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,1,caliente,2
L02480,CHUCK_01,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02481,CHUCK_09,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L02482,CHUCK_05,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L02483,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02484,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02485,CHUCK_03,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02486,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02487,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02488,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02489,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L02490,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L02491,CHUCK_09,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L02492,CHUCK_04,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L02493,CHUCK_09,Te ayudo con soporte tecnico paso a paso.,soporte,1,frio,0
L02494,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L02495,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L02496,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L02497,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L02498,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L02499,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L02500,CHUCK_06,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02501,CHUCK_10,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02502,CHUCK_05,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L02503,CHUCK_05,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L02504,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L02505,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L02506,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02507,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02508,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L02509,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02510,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02511,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02512,CHUCK_02,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L02513,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02514,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L02515,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L02516,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02517,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02518,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02519,CHUCK_03,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02520,CHUCK_05,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02521,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L02522,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02523,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02524,CHUCK_04,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L02525,CHUCK_03,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02526,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02527,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02528,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02529,CHUCK_06,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L02530,CHUCK_07,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L02531,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02532,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio,0
L02533,CHUCK_08,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02534,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L02535,CHUCK_03,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L02536,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02537,CHUCK_03,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02538,CHUCK_10,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L02539,CHUCK_04,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02540,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L02541,CHUCK_04,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02542,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02543,CHUCK_02,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L02544,CHUCK_10,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02545,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02546,CHUCK_05,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L02547,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L02548,CHUCK_04,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L02549,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02550,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02551,CHUCK_08,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,tibio,1
L02552,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,1,frio,0
L02553,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02554,CHUCK_02,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02555,CHUCK_03,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L02556,CHUCK_02,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L02557,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02558,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02559,CHUCK_03,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02560,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02561,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02562,CHUCK_01,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02563,CHUCK_06,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L02564,CHUCK_02,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L02565,CHUCK_05,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L02566,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02567,CHUCK_08,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L02568,CHUCK_06,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L02569,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L02570,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02571,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L02572,CHUCK_05,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L02573,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02574,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02575,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L02576,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,tibio,1
L02577,CHUCK_02,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L02578,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L02579,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L02580,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L02581,CHUCK_09,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02582,CHUCK_04,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L02583,CHUCK_06,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L02584,CHUCK_04,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L02585,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio,1
L02586,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02587,CHUCK_03,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02588,CHUCK_04,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L02589,CHUCK_01,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L02590,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02591,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02592,CHUCK_02,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L02593,CHUCK_01,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02594,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02595,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L02596,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02597,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02598,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02599,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L02600,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02601,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L02602,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02603,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L02604,CHUCK_02,Puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio,0
L02605,CHUCK_02,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L02606,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L02607,CHUCK_07,Puedo guiarte para solucionar el problema ahora mismo.,soporte,1,frio,0
L02608,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L02609,CHUCK_10,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L02610,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L02611,CHUCK_04,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L02612,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L02613,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02614,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L02615,CHUCK_09,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L02616,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L02617,CHUCK_09,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L02618,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L02619,CHUCK_06,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02620,CHUCK_04,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L02621,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L02622,CHUCK_08,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L02623,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L02624,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L02625,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L02626,CHUCK_02,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02627,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L02628,CHUCK_08,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio,1
L02629,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L02630,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L02631,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L02632,CHUCK_02,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L02633,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L02634,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L02635,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L02636,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L02637,CHUCK_04,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L02638,CHUCK_03,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L02639,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L02640,CHUCK_09,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L02641,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L02642,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L02643,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L02644,CHUCK_04,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
